Тип предложения,Комнаты,Адрес,Серия,Площадь,Отопление,Состояние,Возможность рассрочки,Возможность ипотеки,Возможность обмена,Интернет,Газ,Балкон,Мебель,Пол,Высота потолков,Телефон,Санузел,Входная дверь,Парковка,Ценна доллар,Ценна сом,Lat,Lon,Город,Номер этажа,Общий этаж,Домофон,Видеонаблюдение,Охрана,Решетки на окнах,Кодовый замок,Сигнализация,Видеодомофон,Консьерж,Договор купли-продажи,Договор дарения,Технический паспорт,Акт ввода в эксплуатацию,Красная книга,зеленая книга,Material,Year,"Стоимость, доллар США за 1 кв.м"
агент,4,"Бишкек, Филармония",элитка,161.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,175000,15494500,42.8777,74.5897,Бишкек,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1086.9565217391305
агент,1,"Бишкек, Тунгуч м-н",106 серия,43.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,53000,4692620,42.853,74.6872,Бишкек,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1232.5581395348838
агент,1,"Бишкек, Магистраль,  ул. Куттубаева, 15",элитка,41.5,1,евроремонт,0,0,обмен не предлагать,adsl,0,0,пустая,ламинат,3.0,1,совмещенный,бронированная,нет,61000,5400940,42.8138,74.6191,Бишкек,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1469.879518072289
агент,3,"Бишкек, 6 м-н, Сухэ-Батора-Юнусалиева",элитка,122.0,0,евроремонт,0,0,обмен не предлагать,нет,1,0,полностью меблирована,ламинат,2.9796183723797784,0,нет,бронированная,нет,205500,18194970,42.8262,74.6235,Бишкек,5,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1684.4262295081967
агент,3,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",108 серия,90.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.8,0,нет,бронированная,нет,115500,10226370,42.8249,74.591,Бишкек,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1283.3333333333333
агент,3,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",элитка,86.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,160000,14166400,42.8171,74.6059,Бишкек,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1860.4651162790697
агент,3,"Бишкек, Бишкек-Парк, Токтогула/Исанова",элитка,117.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,145000,12838300,42.873,74.5901,Бишкек,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2018,1239.3162393162393
агент,2,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",элитка,73.0,1,евроремонт,0,0,обмен не предлагать,adsl,1,1,полностью меблирована,ламинат,3.0,1,раздельный,бронированная,паркинг,130000,11510200,42.8176,74.6247,Бишкек,4,12,1,1,1,0,1,0,1,0,0,0,0,0,0,0,монолитный,2022,1780.8219178082193
агент,3,"Бишкек, 5 м-н, мкрн 5",элитка,125.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,210000,18593400,42.8297,74.6242,Бишкек,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1680.0
агент,3,"Бишкек, Аламедин-1 м-н",индивид. планировка,61.0,1,евроремонт,0,0,обмен не предлагать,нет,1,0,частично меблирована,ламинат,2.9796183723797784,0,нет,бронированная,нет,61500,5445210,42.8792,74.6902,Бишкек,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1008.1967213114754
агент,3,"Бишкек, Московская - Уметалиева",элитка,76.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,89000,7880060,42.8753,74.584,Бишкек,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2018,1171.0526315789473
агент,1,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",108 серия,48.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.8,0,нет,бронированная,нет,62000,5489480,42.8249,74.591,Бишкек,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1291.6666666666667
агент,3,"Бишкек, Магистраль",элитка,109.0,1,евроремонт,0,0,обмен не предлагать,adsl,0,0,полностью меблирована,ламинат,2.9796183723797784,1,совмещенный,бронированная,паркинг,102000,9031080,42.8297,74.5832,Бишкек,10,11,1,1,1,0,0,0,0,0,1,0,1,0,1,0,кирпичный,2019,935.7798165137615
агент,5,"Бишкек, 8 м-н",105 серия,85.0,1,среднее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,85000,7525900,42.8364,74.6094,Бишкек,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1000.0
агент,1,"Бишкек, КГУСТА",малосемейка,19.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,23500,2080690,42.8427,74.602,Бишкек,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1236.842105263158
агент,1,"Бишкек, БГУ",малосемейка,25.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,32000,2833280,42.8493,74.5835,Бишкек,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1280.0
агент,3,"Бишкек, АЮ Grand, Исакеева 2",элитка,85.0,1,евроремонт,0,0,обмен не предлагать,нет,1,0,полностью меблирована,ламинат,3.0,0,нет,бронированная,рядом охраняемая стоянка,86400,7649856,42.8582,74.6816,Бишкек,8,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017,1016.4705882352941
агент,2,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",элитка,58.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,117500,10403450,42.8171,74.6059,Бишкек,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,2025.8620689655172
агент,2,"Бишкек, 8 м-н",индивид. планировка,43.2,1,среднее,1,1,обмен не предлагать,нет,0,0,частично меблирована,ламинат,2.9796183723797784,0,совмещенный,бронированная,нет,60000,5312400,42.8349,74.614,Бишкек,3,16,1,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,2022,1388.8888888888887
агент,3,"Бишкек, Средний Джал м-н",105 серия,65.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,65000,5755100,42.8395,74.5683,Бишкек,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1000.0
агент,3,"Бишкек, Кок-Жар ж/м, Шабдан Баатыра/Шоокум",элитка,110.0,1,евроремонт,0,0,обмен не предлагать,нет,1,0,частично меблирована,ламинат,3.0,0,нет,бронированная,рядом охраняемая стоянка,103000,9119620,42.85,74.6347,Бишкек,11,12,1,1,1,0,0,0,0,0,0,0,0,0,1,0,монолитный,2021,936.3636363636364
агент,2,"Бишкек, Парк Ататюрк",хрущевка,45.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,58000,5135320,42.8432,74.5985,Бишкек,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1288.888888888889
агент,3,"Бишкек, 3 м-н",104 серия,58.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,71500,6330610,42.8391,74.6181,Бишкек,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1232.7586206896551
агент,4,"Бишкек, Магистраль, Ч.Айтматова 91/ахунбаева",элитка,175.0,1,евроремонт,1,0,рассмотрю варианты,adsl,1,1,полностью меблирована,ламинат,3.0,1,2 с/у и более,бронированная,паркинг,300000,26562000,42.8305,74.5828,Бишкек,7,10,1,1,1,0,1,0,0,0,0,0,1,0,0,0,кирпичный,2014,1714.2857142857142
агент,2,"Бишкек, Юбилейка, Льва Толстого/Тыныстанова",элитка,83.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,98000,8676920,42.8615,74.6078,Бишкек,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2020,1180.7228915662652
агент,3,"Бишкек, КНУ, Фрунзе 571/Уметалиева",элитка,80.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.3,0,нет,бронированная,нет,107000,9473780,42.8821,74.5817,Бишкек,11,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,монолитный,2020,1337.5
агент,3,"Бишкек, Магистраль,  ул. Куттубаева, 15",элитка,92.8,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,раздельный,металлическая,паркинг,98500,8721190,42.813,74.6193,Бишкек,2,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1061.4224137931035
агент,3,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,98.0,1,евроремонт,0,0,обмен не предлагать,adsl,1,0,частично меблирована,ламинат,3.0,0,раздельный,бронированная,паркинг,118500,10491990,42.8451,74.5654,Бишкек,3,14,1,1,1,0,0,0,1,0,0,0,0,0,0,0,монолитный,2023,1209.1836734693877
агент,3,"Бишкек, Юбилейка",104 серия,58.0,1,хорошее,0,0,обмен не предлагать,adsl,1,0,полностью меблирована,ламинат,2.8,0,совмещенный,бронированная,нет,73000,6463420,42.8608,74.6118,Бишкек,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,панельный,2022,1258.6206896551723
агент,3,"Бишкек, Военторг, Тоголок Молдо/Токтогула",элитка,102.0,1,евроремонт,0,0,обмен не предлагать,adsl,1,1,частично меблирована,ламинат,3.1,1,раздельный,бронированная,паркинг,147000,13015380,42.8726,74.5961,Бишкек,13,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,монолитный,2021,1441.1764705882354
агент,2,"Бишкек, Московская - Белинка",индивид. планировка,44.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,64500,5710830,42.8681,74.5906,Бишкек,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1465.909090909091
агент,1,"Бишкек, Горького - Алма-Атинская,  ул. Анкара 1/31",элитка,41.44,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,37000,3275980,42.8577,74.6448,Бишкек,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,892.8571428571429
агент,3,"Бишкек, VEFA, Кулатова/Элебаева",элитка,84.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,92000,8145680,42.8592,74.6134,Бишкек,10,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1095.2380952380952
агент,4,"Бишкек, Ак Кеме, пр. Ч.Айтматова 97/3 пер. Южная магистраль",элитка,159.0,0,под самоотделку (псо),1,1,с доплатой покупателя,adsl,1,0,пустая,ламинат,2.9796183723797784,1,2 с/у и более,металлическая,паркинг,160000,14166400,42.8312,74.5835,Бишкек,4,9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,монолитный,2023,1006.2893081761006
агент,2,"Бишкек, Военторг,  ул.Токтогула -ул.Исанова",элитка,66.99,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.2,0,совмещенный,бронированная,паркинг,117000,10359180,42.8718,74.5923,Бишкек,18,23,1,1,1,0,1,1,1,1,0,0,0,0,1,0,монолитный,2025,1746.5293327362294
агент,4,"Бишкек, Военторг,  ул.Токтогула -ул.Исанова",элитка,128.82,0,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,раздельный,бронированная,паркинг,245800,21763132,42.8718,74.5923,Бишкек,6,23,1,1,1,0,1,1,1,1,0,0,0,0,0,0,монолитный,2025,1908.0888060860116
агент,3,"Бишкек, Советская - Скрябина, Медерова 44/2 / Жукеева-Пудовкина",элитка,97.0,0,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,122500,10846150,42.8516,74.6152,Бишкек,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2025,1262.8865979381444
агент,2,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",элитка,74.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,0,пустая,ламинат,3.0,0,нет,бронированная,нет,77700,6879558,42.818,74.6088,Бишкек,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,1050.0
агент,2,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,85.27,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.1,0,нет,бронированная,нет,87000,7702980,42.8223,74.6161,Бишкек,3,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,1020.2884953676557
агент,2,"Бишкек, Карла Маркса, Юнусалиева 16",элитка,65.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,92224,8165513,42.8527,74.6238,Бишкек,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1418.8307692307692
агент,1,"Бишкек, 12 м-н, АУЦА",элитка,45.51,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,55612,4923886,42.8121,74.6338,Бишкек,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,1221.9731927049002
агент,4,"Бишкек, Военторг,  ул.Токтогула -ул.Исанова",элитка,129.0,0,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,245758,21759413,42.8718,74.5923,Бишкек,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2025,1905.1007751937984
агент,3,"Бишкек, Золотой квадрат, РАЗЗАКОВА/БОКОНБАЕВА",элитка,185.0,0,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,паркинг,310000,27447400,42.8672,74.6036,Бишкек,8,11,1,1,1,0,0,0,0,0,0,0,1,0,0,0,монолитный,2022,1675.6756756756756
агент,2,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",элитка,73.93,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,74930,6634302,42.818,74.6088,Бишкек,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,1013.5263086703637
агент,2,"Бишкек, Горького - Панфилова, Каракульская 1",элитка,72.9,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,паркинг,102000,9031080,42.8614,74.5917,Бишкек,9,9,1,1,1,0,0,0,0,0,1,0,1,0,0,0,монолитный,2017,1399.1769547325102
агент,3,"Бишкек, VEFA, Кулатова/Элебаева",элитка,84.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,паркинг,92000,8145680,42.8592,74.6134,Бишкек,10,15,1,1,1,0,0,0,0,0,0,0,0,0,1,0,монолитный,2022,1095.2380952380952
агент,1,"Бишкек, 10 м-н, Саманчина 16",105 серия,38.0,1,евроремонт,0,0,обмен не предлагать,adsl,1,1,полностью меблирована,ламинат,2.8,1,совмещенный,бронированная,рядом охраняемая стоянка,57500,5091050,42.8334,74.6013,Бишкек,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,1989,1513.157894736842
агент,2,"Бишкек, Молодая Гвардия 251/Бейшеналиева",104 серия,43.0,1,среднее,0,0,обмен не предлагать,проводной,1,0,пустая,дерево,2.8,1,совмещенный,бронированная,рядом охраняемая стоянка,53500,4736890,42.8695,74.5714,Бишкек,1,5,0,1,1,1,0,0,0,0,1,0,1,0,0,0,панельный,1980,1244.1860465116279
агент,3,"Бишкек, VEFA, Кулатова/Элебаева",элитка,96.34,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,раздельный,бронированная,нет,99300,8792022,42.8592,74.6134,Бишкек,6,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1030.7245173344404
агент,4,"Бишкек, Магистраль, Мира/Южная магистраль",элитка,185.0,1,евроремонт,0,0,обмен не предлагать,проводной,1,1,полностью меблирована,ламинат,3.0,1,2 с/у и более,бронированная,паркинг,248000,21957920,42.8299,74.5852,Бишкек,5,9,1,1,1,0,1,1,1,0,1,0,1,0,1,0,кирпичный,2007,1340.5405405405406
агент,3,"Бишкек, Военторг, Тоголок Молдо/Токтогула",элитка,92.0,1,евроремонт,0,0,обмен не предлагать,adsl,1,1,полностью меблирована,ламинат,3.1,1,2 с/у и более,бронированная,рядом охраняемая стоянка,150000,13281000,42.8735,74.5935,Бишкек,12,14,1,0,1,1,1,1,1,0,1,0,0,0,1,0,монолитный,2021,1630.4347826086957
агент,3,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",элитка,89.68,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,раздельный,металлическая,нет,84000,7437360,42.818,74.6088,Бишкек,13,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,936.6636931311328
собственник,3,"Бишкек, Гоин, Усенбаев 140",сталинка,71.0,1,хорошее,0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,совмещенный,бронированная,нет,84000,7437360,42.8837,74.6132,Бишкек,2,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,кирпичный,2022,1183.0985915492959
агент,3,"Бишкек, ТЭЦ, Кольбаева",105 серия,61.2,1,среднее,0,1,обмен не предлагать,нет,1,1,пустая,ламинат,2.9796183723797784,0,раздельный,бронированная,нет,72000,6374880,42.8782,74.6633,Бишкек,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1176.4705882352941
агент,4,"Бишкек, Золотой квадрат, раззакова 40/московская",элитка,260.0,1,евроремонт,0,0,обмен не предлагать,проводной,1,1,полностью меблирована,дерево,3.0,1,2 с/у и более,бронированная,паркинг,450000,39843000,42.8709,74.6035,Бишкек,3,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,кирпичный,2017,1730.7692307692307
агент,3,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",элитка,130.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,1,пустая,ламинат,3.0,0,раздельный,металлическая,нет,174000,15405960,42.8171,74.6059,Бишкек,5,10,1,1,1,0,0,0,1,0,0,0,0,0,1,0,монолитный,2022,1338.4615384615386
собственник,3,"Бишкек, 12 м-н 57/2",индивид. планировка,99.0,1,евроремонт,1,1,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,138000,12218520,42.8127,74.6366,Бишкек,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2018,1393.939393939394
агент,5,"Бишкек, Советская - Скрябина, Советская 17/2/Скрябина",элитка,312.0,1,евроремонт,0,0,обмен не предлагать,проводной,1,1,пустая,паркет,3.0,0,2 с/у и более,бронированная,паркинг,374400,33149376,42.8508,74.6102,Бишкек,7,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,кирпичный,2022,1200.0
агент,2,"Бишкек, АУЦА, напротив мкрн. Асанбай",элитка,98.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,0,пустая,ламинат,3.5,0,нет,бронированная,нет,124000,10978960,42.8113,74.6294,Бишкек,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2023,1265.3061224489795
агент,3,"Бишкек, АУЦА, напротив мкрн. Асанбай",элитка,121.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,0,пустая,ламинат,3.5,0,2 с/у и более,бронированная,нет,151000,13369540,42.8113,74.6294,Бишкек,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1247.9338842975208
собственник,4,"Бишкек, Золотой квадрат/мосуовская",элитка,222.0,1,хорошее,0,0,обмен не предлагать,проводной,1,1,частично меблирована,паркет,3.0,0,2 с/у и более,нет,паркинг,420000,37186800,42.871,74.605,Бишкек,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,кирпичный,2007,1891.8918918918919
агент,3,"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",элитка,125.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,1,пустая,ламинат,3.1,0,раздельный,бронированная,нет,125000,11067500,42.8398,74.583,Бишкек,5,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024,1000.0
агент,2,"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",элитка,65.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,1,пустая,ламинат,3.1,0,раздельный,бронированная,нет,78000,6906120,42.8398,74.583,Бишкек,5,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024,1200.0
агент,2,"Бишкек, Джальская больница, Ахунбаева - Тыналиева",элитка,82.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,1,пустая,ламинат,3.0,0,раздельный,металлическая,нет,98400,8712336,42.8454,74.5698,Бишкек,9,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1200.0
агент,4,"Бишкек, 4 м-н, Карла Маркса 49/1/койбагарова",элитка,166.0,1,хорошее,0,0,обмен не предлагать,проводной,1,1,полностью меблирована,ламинат,3.0,1,2 с/у и более,металлическая,рядом охраняемая стоянка,250000,22135000,42.8379,74.6229,Бишкек,5,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,кирпичный,2019,1506.0240963855422
агент,3,"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",элитка,125.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.3,0,раздельный,бронированная,нет,181250,16047875,42.8224,74.611,Бишкек,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2022,1450.0
агент,1,"Бишкек, 6 м-н, Шопена",105 серия,34.0,1,хорошее,0,1,обмен не предлагать,нет,1,1,пустая,линолеум,2.9796183723797784,0,совмещенный,бронированная,нет,51500,4559810,42.8295,74.6299,Бишкек,8,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,панельный,1992,1514.7058823529412
агент,3,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",элитка,98.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,165000,14609100,42.8171,74.6059,Бишкек,10,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,монолитный,2022,1683.6734693877552
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,109.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,1,пустая,ламинат,3.1,0,раздельный,бронированная,паркинг,98100,8685774,42.8181,74.6045,Бишкек,5,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024,900.0
агент,1,"Бишкек, Учкун ж/м, Ауэзова 6/1",элитка,29.0,1,хорошее,0,1,обмен не предлагать,нет,1,1,частично меблирована,ламинат,3.0,0,совмещенный,бронированная,нет,39900,3532746,42.8702,74.6912,Бишкек,4,9,1,0,0,0,1,0,0,0,0,0,1,0,1,0,монолитный,2017,1375.8620689655172
агент,1,"Бишкек Октябрьский район,  ул. Саякабай Каралаева 13/9",элитка,44.94,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,совмещенный,металлическая,нет,44000,3895760,42.8229,74.6328,Бишкек,9,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,979.0832220738763
агент,3,"Бишкек, 6 м-н,  ул. Саякабай Каралаева 13/9",элитка,112.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,1,пустая,ламинат,2.9796183723797784,0,раздельный,бронированная,нет,95200,8429008,42.8229,74.6328,Бишкек,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,850.0
агент,3,"Бишкек, Магистраль,  ул. Малдыбаева, 261",элитка,96.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,раздельный,бронированная,нет,76800,6799872,42.8231,74.5965,Бишкек,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2025,800.0
агент,3,"Бишкек, Военторг,  ул.Токтогула -ул.Исанова",элитка,103.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,175100,15503354,42.8718,74.5923,Бишкек,8,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2025,1700.0
агент,3,"Бишкек, Горького - Алма-Атинская,  ул. Анкара 1/31",элитка,90.75,1,под самоотделку (псо),0,0,обмен не предлагать,нет,1,1,пустая,ламинат,3.0,0,раздельный,металлическая,нет,77000,6817580,42.8577,74.6448,Бишкек,6,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024,848.4848484848485
агент,1,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",106 серия,40.0,1,евроремонт,0,0,обмен не предлагать,нет,1,1,полностью меблирована,ламинат,2.8,0,совмещенный,деревянная,нет,50000,4427000,42.8566,74.6386,Бишкек,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,монолитный,2023,1250.0
агент,1,"Бишкек, Джальская больница",элитка,45.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,45000,3984300,42.8434,74.5789,Бишкек,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1000.0
агент,2,"Бишкек, Баха, Джал-15",элитка,74.0,1,хорошее,0,0,обмен не предлагать,нет,1,1,полностью меблирована,ламинат,3.0,0,нет,бронированная,паркинг,87000,7702980,42.8461,74.5623,Бишкек,9,10,1,0,0,0,0,0,1,0,1,0,1,0,0,0,монолитный,2019,1175.6756756756756
агент,1,"Бишкек, Нижний Токольдош, Кийизбаева 33",элитка,41.0,1,хорошее,0,0,обмен не предлагать,нет,0,1,частично меблирована,ламинат,3.1,0,нет,металлическая,паркинг,55000,4869700,42.8705,74.6294,Бишкек,6,12,1,1,0,1,0,0,1,0,0,0,0,0,1,0,монолитный,2022,1341.4634146341464
